countyfp,key,value,quarter,year.quarter,Name,Dem_Desc,edr,planning.region,mif
089,avgemp,2325,3,2015.3,Marshall,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
089,avgemp,2406,3,2014.3,Marshall,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
089,avgemp,2392,3,2013.3,Marshall,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
089,avgemp,2389,3,2012.3,Marshall,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
091,avgemp,8091,3,2021.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8045,3,2020.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8525,3,2019.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8811,3,2018.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8882,3,2017.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8847,3,2016.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8767,3,2015.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8618,3,2014.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8579,3,2013.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
091,avgemp,8893,3,2012.3,Martin,Town/rural mix,EDR 9 - South Central,Southwest,SE
085,avgemp,15436,3,2021.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,14991,3,2020.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,16011,3,2019.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,16558,3,2018.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,16340,3,2017.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,16580,3,2016.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,17667,3,2015.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,17300,3,2014.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,17552,3,2013.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
085,avgemp,16875,3,2012.3,McLeod,Urban/town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7342,3,2021.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7067,3,2020.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7592,3,2019.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7386,3,2018.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7425,3,2017.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7342,3,2016.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7266,3,2015.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,7126,3,2014.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,6829,3,2013.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
093,avgemp,6652,3,2012.3,Meeker,Town/rural mix,EDR 6E- Southwest Central,Central,SW
095,avgemp,9283,3,2021.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,8662,3,2020.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9870,3,2019.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9740,3,2018.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9657,3,2017.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9446,3,2016.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9606,3,2015.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9623,3,2014.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9537,3,2013.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
095,avgemp,9466,3,2012.3,Mille Lacs,Urban/town/rural mix,EDR 7E- East Central,Central,EC
097,avgemp,10762,3,2021.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,10579,3,2020.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,10760,3,2019.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,10933,3,2018.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,10889,3,2017.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,11068,3,2016.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,10978,3,2015.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,10746,3,2014.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,11006,3,2013.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
097,avgemp,10983,3,2012.3,Morrison,Town/rural mix,EDR 5 - North Central,Northwest,EC
099,avgemp,15806,3,2021.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,15601,3,2020.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16215,3,2019.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16276,3,2018.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16591,3,2017.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16606,3,2016.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16242,3,2015.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16263,3,2014.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16250,3,2013.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
099,avgemp,16101,3,2012.3,Mower,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
101,avgemp,2817,3,2021.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,2798,3,2020.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,2917,3,2019.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,3028,3,2018.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,3004,3,2017.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,2974,3,2016.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,3062,3,2015.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,3001,3,2014.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,2997,3,2013.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
101,avgemp,3022,3,2012.3,Murray,Entirely rural,EDR 8 - Southwest,Southwest,SW
103,avgemp,14579,3,2021.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,14045,3,2020.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,15203,3,2019.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,15038,3,2018.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,14721,3,2017.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,14445,3,2016.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,14244,3,2015.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,14079,3,2014.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,13791,3,2013.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
103,avgemp,13224,3,2012.3,Nicollet,Urban/town/rural mix,EDR 9 - South Central,Southwest,SE
105,avgemp,10223,3,2021.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10214,3,2020.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10451,3,2019.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10468,3,2018.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10437,3,2017.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10281,3,2016.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10410,3,2015.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10302,3,2014.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10114,3,2013.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
105,avgemp,10153,3,2012.3,Nobles,Town/rural mix,EDR 8 - Southwest,Southwest,SW
107,avgemp,1618,3,2021.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1539,3,2020.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1580,3,2019.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1675,3,2018.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1665,3,2017.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1669,3,2016.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1629,3,2015.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1700,3,2014.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1678,3,2013.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
107,avgemp,1733,3,2012.3,Norman,Entirely rural,EDR 1 - Northwest,Northwest,NW
109,avgemp,100357,3,2021.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,96433,3,2020.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,101498,3,2019.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,100912,3,2018.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,99346,3,2017.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,96869,3,2016.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,95248,3,2015.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,93059,3,2014.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,92998,3,2013.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
109,avgemp,91991,3,2012.3,Olmsted,Entirely urban,EDR 10 - Southeast,Southeast,SE
111,avgemp,22956,3,2021.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,22472,3,2020.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,23714,3,2019.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,23702,3,2018.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,23714,3,2017.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,23298,3,2016.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,22934,3,2015.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,23139,3,2014.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,22801,3,2013.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
111,avgemp,22560,3,2012.3,Otter Tail,Town/rural mix,EDR 4 - West Central,Northwest,WC
113,avgemp,10018,3,2021.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,9635,3,2020.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,10133,3,2019.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,10378,3,2018.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,10088,3,2017.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,10555,3,2016.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,10555,3,2015.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,10431,3,2014.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,9920,3,2013.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
113,avgemp,9774,3,2012.3,Pennington,Town/rural mix,EDR 1 - Northwest,Northwest,NW
115,avgemp,7632,3,2021.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,7357,3,2020.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8551,3,2019.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8421,3,2018.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8451,3,2017.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8341,3,2016.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8253,3,2015.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8139,3,2014.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8264,3,2013.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
115,avgemp,8162,3,2012.3,Pine,Urban/town/rural mix,EDR 7E- East Central,Central,EC
117,avgemp,4254,3,2021.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4213,3,2020.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4601,3,2019.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4644,3,2018.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4582,3,2017.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4543,3,2016.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4548,3,2015.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4477,3,2014.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4291,3,2013.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
117,avgemp,4313,3,2012.3,Pipestone,Town/rural mix,EDR 8 - Southwest,Southwest,SW
119,avgemp,11252,3,2021.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,11391,3,2020.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,12004,3,2019.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,12052,3,2018.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,12107,3,2017.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,12060,3,2016.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,12112,3,2015.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,12138,3,2014.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,11978,3,2013.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
119,avgemp,12152,3,2012.3,Polk,Urban/town/rural mix,EDR 1 - Northwest,Northwest,NW
121,avgemp,4398,3,2021.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4350,3,2020.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4577,3,2019.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4493,3,2018.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4376,3,2017.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4303,3,2016.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4340,3,2015.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4301,3,2014.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,4072,3,2013.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
121,avgemp,3948,3,2012.3,Pope,Town/rural mix,EDR 4 - West Central,Northwest,WC
123,avgemp,312034,3,2021.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,303628,3,2020.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,336516,3,2019.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,334927,3,2018.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,333038,3,2017.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,330544,3,2016.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,328368,3,2015.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,324507,3,2014.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,320696,3,2013.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
123,avgemp,319092,3,2012.3,Ramsey,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
125,avgemp,1010,3,2021.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1006,3,2020.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1049,3,2019.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1038,3,2018.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1028,3,2017.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1004,3,2016.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1021,3,2015.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1040,3,2014.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1048,3,2013.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
125,avgemp,1081,3,2012.3,Red Lake,Entirely rural,EDR 1 - Northwest,Northwest,NW
127,avgemp,5922,3,2021.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,5844,3,2020.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6021,3,2019.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6050,3,2018.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6038,3,2017.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6690,3,2016.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6489,3,2015.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6444,3,2014.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6425,3,2013.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
127,avgemp,6351,3,2012.3,Redwood,Town/rural mix,EDR 8 - Southwest,Southwest,SW
129,avgemp,5550,3,2021.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5515,3,2020.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5795,3,2019.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5937,3,2018.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,6067,3,2017.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5505,3,2016.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5872,3,2015.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5799,3,2014.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5723,3,2013.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
129,avgemp,5683,3,2012.3,Renville,Entirely rural,EDR 6E- Southwest Central,Central,SW
131,avgemp,24660,3,2021.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,24012,3,2020.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,25550,3,2019.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,25131,3,2018.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,24883,3,2017.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,24615,3,2016.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,23536,3,2015.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,23254,3,2014.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,23115,3,2013.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
131,avgemp,22846,3,2012.3,Rice,Urban/town/rural mix,EDR 10 - Southeast,Southeast,SE
133,avgemp,3508,3,2021.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3377,3,2020.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3256,3,2019.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3365,3,2018.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3542,3,2017.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3543,3,2016.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3578,3,2015.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3448,3,2014.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3415,3,2013.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
133,avgemp,3111,3,2012.3,Rock,Urban/town/rural mix,EDR 8 - Southwest,Southwest,SW
135,avgemp,7756,3,2021.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,7333,3,2020.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,7759,3,2019.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,7813,3,2018.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,7986,3,2017.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,8019,3,2016.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,8148,3,2015.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,8901,3,2014.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,8585,3,2013.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
135,avgemp,8276,3,2012.3,Roseau,Town/rural mix,EDR 1 - Northwest,Northwest,NW
137,avgemp,92225,3,2021.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,89184,3,2020.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,98654,3,2019.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,98881,3,2018.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,99160,3,2017.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,98444,3,2016.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,98614,3,2015.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,97751,3,2014.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,96543,3,2013.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
137,avgemp,94841,3,2012.3,St. Louis,Urban/town/rural mix,EDR 3 - Arrowhead,Northeast,NE
139,avgemp,56601,3,2021.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,53154,3,2020.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,56370,3,2019.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,54946,3,2018.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,54394,3,2017.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,49582,3,2016.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,46647,3,2015.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,44495,3,2014.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,43435,3,2013.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
139,avgemp,42651,3,2012.3,Scott,Entirely urban,EDR 11 - 7 County Twin Cities,Seven County Mpls-St Paul,TC
141,avgemp,26091,3,2021.3,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avgemp,25287,3,2020.3,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avgemp,26463,3,2019.3,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avgemp,26495,3,2018.3,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avgemp,25608,3,2017.3,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avgemp,25550,3,2016.3,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
141,avgemp,25884,3,2015.3,Sherburne,Entirely urban,EDR 7W- Central,Central,EC
