Dem_Desc,year.quarter,key,value
Town/rural mix,2015.1,avg_estab,23391
Town/rural mix,2015.1,totwage,3038816357
Town/rural mix,2015.2,avgemp,345175
Town/rural mix,2015.2,avg_estab,23356
Town/rural mix,2015.2,totwage,3112549644
Town/rural mix,2015.3,avgemp,344550
Town/rural mix,2015.3,avg_estab,22980
Town/rural mix,2015.3,totwage,3202503865
Town/rural mix,2015.4,avgemp,341665
Town/rural mix,2015.4,avg_estab,22962
Town/rural mix,2015.4,totwage,3447439010
Town/rural mix,2016.1,avgemp,327816
Town/rural mix,2016.1,avg_estab,22919
Town/rural mix,2016.1,totwage,3041267140
Town/rural mix,2016.2,avgemp,345195
Town/rural mix,2016.2,avg_estab,23106
Town/rural mix,2016.2,totwage,3215459048
Town/rural mix,2016.3,avgemp,346103
Town/rural mix,2016.3,avg_estab,23185
Town/rural mix,2016.3,totwage,3405216079
Town/rural mix,2016.4,avgemp,342891
Town/rural mix,2016.4,avg_estab,23292
Town/rural mix,2016.4,totwage,3426496543
Town/rural mix,2017.1,avgemp,331376
Town/rural mix,2017.1,avg_estab,23366
Town/rural mix,2017.1,totwage,3297127667
Town/rural mix,2017.2,avgemp,347408
Town/rural mix,2017.2,avg_estab,23723
Town/rural mix,2017.2,totwage,3370446871
Town/rural mix,2017.3,avgemp,346662
Town/rural mix,2017.3,avg_estab,23895
Town/rural mix,2017.3,totwage,3389979900
Town/rural mix,2017.4,avgemp,343583
Town/rural mix,2017.4,avg_estab,24018
Town/rural mix,2017.4,totwage,3587668783
Town/rural mix,2018.1,avgemp,332629
Town/rural mix,2018.1,avg_estab,24060
Town/rural mix,2018.1,totwage,3418169037
Town/rural mix,2018.2,avgemp,348030
Town/rural mix,2018.2,avg_estab,24392
Town/rural mix,2018.2,totwage,3496362029
Town/rural mix,2018.3,avgemp,349873
Town/rural mix,2018.3,avg_estab,24564
Town/rural mix,2018.3,totwage,3563873547
Town/rural mix,2018.4,avgemp,345727
Town/rural mix,2018.4,avg_estab,24662
Town/rural mix,2018.4,totwage,3746959359
Town/rural mix,2019.1,avgemp,333537
Town/rural mix,2019.1,avg_estab,24115
Town/rural mix,2019.1,totwage,3499870921
Town/rural mix,2019.2,avgemp,349007
Town/rural mix,2019.2,avg_estab,24420
Town/rural mix,2019.2,totwage,3593910229
Town/rural mix,2019.3,avgemp,349542
Town/rural mix,2019.3,avg_estab,24613
Town/rural mix,2019.3,totwage,3657754885
Town/rural mix,2019.4,avgemp,345973
Town/rural mix,2019.4,avg_estab,24783
Town/rural mix,2019.4,totwage,3842176269
Town/rural mix,2020.1,avgemp,332824
Town/rural mix,2020.1,avg_estab,24494
Town/rural mix,2020.1,totwage,3618096171
Town/rural mix,2020.2,avgemp,312538
Town/rural mix,2020.2,avg_estab,24747
Town/rural mix,2020.2,totwage,3494338333
Town/rural mix,2020.3,avgemp,329114
Town/rural mix,2020.3,avg_estab,24957
Town/rural mix,2020.3,totwage,3659767912
Town/rural mix,2020.4,avgemp,328872
Town/rural mix,2020.4,avg_estab,25180
Town/rural mix,2020.4,totwage,4093373394
Town/rural mix,2021.1,avgemp,320169
Town/rural mix,2021.1,avg_estab,24493
Town/rural mix,2021.1,totwage,3708695418
Town/rural mix,2021.2,avgemp,336280
Town/rural mix,2021.2,avg_estab,24826
Town/rural mix,2021.2,totwage,3874941513
Town/rural mix,2021.3,avgemp,339250
Town/rural mix,2021.3,avg_estab,25057
Town/rural mix,2021.3,totwage,4069851058
Urban/town/rural mix,2001.1,avgemp,436642
Urban/town/rural mix,2001.1,avg_estab,28280
Urban/town/rural mix,2001.1,totwage,2957889064
Urban/town/rural mix,2001.2,avgemp,448906
Urban/town/rural mix,2001.2,avg_estab,28472
Urban/town/rural mix,2001.2,totwage,3046967585
Urban/town/rural mix,2001.3,avgemp,446485
Urban/town/rural mix,2001.3,avg_estab,28654
Urban/town/rural mix,2001.3,totwage,3038456185
Urban/town/rural mix,2001.4,avgemp,448707
Urban/town/rural mix,2001.4,avg_estab,28605
Urban/town/rural mix,2001.4,totwage,3258995941
Urban/town/rural mix,2002.1,avgemp,434236
Urban/town/rural mix,2002.1,avg_estab,28347
Urban/town/rural mix,2002.1,totwage,3032829009
Urban/town/rural mix,2002.2,avgemp,449715
Urban/town/rural mix,2002.2,avg_estab,28812
Urban/town/rural mix,2002.2,totwage,3181422048
Urban/town/rural mix,2002.3,avgemp,450737
Urban/town/rural mix,2002.3,avg_estab,28952
Urban/town/rural mix,2002.3,totwage,3195454803
Urban/town/rural mix,2002.4,avgemp,451197
Urban/town/rural mix,2002.4,avg_estab,28921
Urban/town/rural mix,2002.4,totwage,3427090025
Urban/town/rural mix,2003.1,avgemp,434958
Urban/town/rural mix,2003.1,avg_estab,28930
Urban/town/rural mix,2003.1,totwage,3149305012
Urban/town/rural mix,2003.2,avgemp,449847
Urban/town/rural mix,2003.2,avg_estab,29246
Urban/town/rural mix,2003.2,totwage,3249554716
Urban/town/rural mix,2003.3,avgemp,446030
Urban/town/rural mix,2003.3,avg_estab,29285
Urban/town/rural mix,2003.3,totwage,3250480607
Urban/town/rural mix,2003.4,avgemp,447608
Urban/town/rural mix,2003.4,avg_estab,29379
Urban/town/rural mix,2003.4,totwage,3498704759
Urban/town/rural mix,2004.1,avgemp,434187
Urban/town/rural mix,2004.1,avg_estab,29407
Urban/town/rural mix,2004.1,totwage,3219134907
Urban/town/rural mix,2004.2,avgemp,455512
Urban/town/rural mix,2004.2,avg_estab,29737
Urban/town/rural mix,2004.2,totwage,3385827567
Urban/town/rural mix,2004.3,avgemp,452897
Urban/town/rural mix,2004.3,avg_estab,29903
Urban/town/rural mix,2004.3,totwage,3440567126
Urban/town/rural mix,2004.4,avgemp,457458
Urban/town/rural mix,2004.4,avg_estab,30093
Urban/town/rural mix,2004.4,totwage,3823950272
Urban/town/rural mix,2005.1,avgemp,437786
Urban/town/rural mix,2005.1,avg_estab,29986
Urban/town/rural mix,2005.1,totwage,3228799791
Urban/town/rural mix,2005.2,avgemp,458064
Urban/town/rural mix,2005.2,avg_estab,31014
Urban/town/rural mix,2005.2,totwage,3480175725
Urban/town/rural mix,2005.3,avgemp,460665
Urban/town/rural mix,2005.3,avg_estab,31401
Urban/town/rural mix,2005.3,totwage,3602781692
Urban/town/rural mix,2005.4,avgemp,462576
Urban/town/rural mix,2005.4,avg_estab,31410
Urban/town/rural mix,2005.4,totwage,3709679404
Urban/town/rural mix,2006.1,avgemp,451421
Urban/town/rural mix,2006.1,avg_estab,31694
Urban/town/rural mix,2006.1,totwage,3553460928
Urban/town/rural mix,2006.2,avgemp,468206
Urban/town/rural mix,2006.2,avg_estab,31963
Urban/town/rural mix,2006.2,totwage,3655963009
Urban/town/rural mix,2006.3,avgemp,466305
Urban/town/rural mix,2006.3,avg_estab,31272
Urban/town/rural mix,2006.3,totwage,3625355870
Urban/town/rural mix,2006.4,avgemp,467650
Urban/town/rural mix,2006.4,avg_estab,31361
Urban/town/rural mix,2006.4,totwage,3892413220
Urban/town/rural mix,2007.1,avgemp,453499
Urban/town/rural mix,2007.1,avg_estab,30641
Urban/town/rural mix,2007.1,totwage,3690980124
Urban/town/rural mix,2007.2,avgemp,471292
Urban/town/rural mix,2007.2,avg_estab,30935
Urban/town/rural mix,2007.2,totwage,3829019585
Urban/town/rural mix,2007.3,avgemp,469961
Urban/town/rural mix,2007.3,avg_estab,30778
Urban/town/rural mix,2007.3,totwage,3796287395
Urban/town/rural mix,2007.4,avgemp,471482
Urban/town/rural mix,2007.4,avg_estab,30791
Urban/town/rural mix,2007.4,totwage,4067323497
Urban/town/rural mix,2008.1,avgemp,455935
Urban/town/rural mix,2008.1,avg_estab,30593
Urban/town/rural mix,2008.1,totwage,3842592203
Urban/town/rural mix,2008.2,avgemp,470751
Urban/town/rural mix,2008.2,avg_estab,30809
Urban/town/rural mix,2008.2,totwage,3915533498
Urban/town/rural mix,2008.3,avgemp,468042
Urban/town/rural mix,2008.3,avg_estab,30514
Urban/town/rural mix,2008.3,totwage,3930573755
Urban/town/rural mix,2008.4,avgemp,466926
Urban/town/rural mix,2008.4,avg_estab,30564
Urban/town/rural mix,2008.4,totwage,4175815451
Urban/town/rural mix,2009.1,avgemp,441386
Urban/town/rural mix,2009.1,avg_estab,29925
Urban/town/rural mix,2009.1,totwage,3718906083
Urban/town/rural mix,2009.2,avgemp,449761
Urban/town/rural mix,2009.2,avg_estab,29727
Urban/town/rural mix,2009.2,totwage,3745543064
Urban/town/rural mix,2009.3,avgemp,445128
Urban/town/rural mix,2009.3,avg_estab,29698
Urban/town/rural mix,2009.3,totwage,3745722477
Urban/town/rural mix,2009.4,avgemp,446526
Urban/town/rural mix,2009.4,avg_estab,29722
Urban/town/rural mix,2009.4,totwage,4094916040
Urban/town/rural mix,2010.1,avgemp,428819
Urban/town/rural mix,2010.1,avg_estab,29437
Urban/town/rural mix,2010.1,totwage,3573791771
Urban/town/rural mix,2010.2,avgemp,448420
Urban/town/rural mix,2010.2,avg_estab,29609
Urban/town/rural mix,2010.2,totwage,3849770145
Urban/town/rural mix,2010.3,avgemp,447230
Urban/town/rural mix,2010.3,avg_estab,29696
Urban/town/rural mix,2010.3,totwage,3939946331
Urban/town/rural mix,2010.4,avgemp,451486
Urban/town/rural mix,2010.4,avg_estab,29634
Urban/town/rural mix,2010.4,totwage,4258587269
Urban/town/rural mix,2011.1,avgemp,436656
Urban/town/rural mix,2011.1,avg_estab,29528
Urban/town/rural mix,2011.1,totwage,3787665417
Urban/town/rural mix,2011.2,avgemp,454988
Urban/town/rural mix,2011.2,avg_estab,29758
Urban/town/rural mix,2011.2,totwage,4027624184
Urban/town/rural mix,2011.3,avgemp,453536
Urban/town/rural mix,2011.3,avg_estab,29841
Urban/town/rural mix,2011.3,totwage,4210552018
Urban/town/rural mix,2011.4,avgemp,454766
Urban/town/rural mix,2011.4,avg_estab,29814
Urban/town/rural mix,2011.4,totwage,4261287489
Urban/town/rural mix,2012.1,avgemp,442025
Urban/town/rural mix,2012.1,avg_estab,29648
Urban/town/rural mix,2012.1,totwage,4082116561
Urban/town/rural mix,2012.2,avgemp,460613
Urban/town/rural mix,2012.2,avg_estab,29125
Urban/town/rural mix,2012.2,totwage,4132735575
Urban/town/rural mix,2012.3,avgemp,459354
Urban/town/rural mix,2012.3,avg_estab,29195
Urban/town/rural mix,2012.3,totwage,4204557484
Urban/town/rural mix,2012.4,avgemp,462405
Urban/town/rural mix,2012.4,avg_estab,29298
Urban/town/rural mix,2012.4,totwage,4504759385
Urban/town/rural mix,2013.1,avgemp,448127
Urban/town/rural mix,2013.1,avg_estab,29189
Urban/town/rural mix,2013.1,totwage,4174892287
Urban/town/rural mix,2013.2,avgemp,465163
Urban/town/rural mix,2013.2,avg_estab,29389
Urban/town/rural mix,2013.2,totwage,4288390905
Urban/town/rural mix,2013.3,avgemp,465967
Urban/town/rural mix,2013.3,avg_estab,29542
Urban/town/rural mix,2013.3,totwage,4365549967
Urban/town/rural mix,2013.4,avgemp,469352
Urban/town/rural mix,2013.4,avg_estab,29003
Urban/town/rural mix,2013.4,totwage,4649922919
Urban/town/rural mix,2014.1,avgemp,453284
Urban/town/rural mix,2014.1,avg_estab,28881
Urban/town/rural mix,2014.1,totwage,4345531208
Urban/town/rural mix,2014.2,avgemp,471332
Urban/town/rural mix,2014.2,avg_estab,28866
Urban/town/rural mix,2014.2,totwage,4450314481
Urban/town/rural mix,2014.3,avgemp,471761
Urban/town/rural mix,2014.3,avg_estab,28822
Urban/town/rural mix,2014.3,totwage,4658286516
Urban/town/rural mix,2014.4,avgemp,472947
Urban/town/rural mix,2014.4,avg_estab,28769
Urban/town/rural mix,2014.4,totwage,4851895696
Urban/town/rural mix,2015.1,avgemp,460153
Urban/town/rural mix,2015.1,avg_estab,28543
Urban/town/rural mix,2015.1,totwage,4557411123
Urban/town/rural mix,2015.2,avgemp,478263
Urban/town/rural mix,2015.2,avg_estab,28501
Urban/town/rural mix,2015.2,totwage,4672496220
Urban/town/rural mix,2015.3,avgemp,476419
Urban/town/rural mix,2015.3,avg_estab,28038
Urban/town/rural mix,2015.3,totwage,4831143373
Urban/town/rural mix,2015.4,avgemp,477934
Urban/town/rural mix,2015.4,avg_estab,28133
Urban/town/rural mix,2015.4,totwage,5232570879
Urban/town/rural mix,2016.1,avgemp,463941
Urban/town/rural mix,2016.1,avg_estab,27914
Urban/town/rural mix,2016.1,totwage,4593705829
Urban/town/rural mix,2016.2,avgemp,480591
Urban/town/rural mix,2016.2,avg_estab,28125
Urban/town/rural mix,2016.2,totwage,4791987874
Urban/town/rural mix,2016.3,avgemp,480661
Urban/town/rural mix,2016.3,avg_estab,28245
Urban/town/rural mix,2016.3,totwage,5144613560
Urban/town/rural mix,2016.4,avgemp,481774
Urban/town/rural mix,2016.4,avg_estab,28360
Urban/town/rural mix,2016.4,totwage,5238713980
Urban/town/rural mix,2017.1,avgemp,469252
Urban/town/rural mix,2017.1,avg_estab,28531
Urban/town/rural mix,2017.1,totwage,4980328341
Urban/town/rural mix,2017.2,avgemp,485154
Urban/town/rural mix,2017.2,avg_estab,29009
Urban/town/rural mix,2017.2,totwage,5048996947
Urban/town/rural mix,2017.3,avgemp,483690
Urban/town/rural mix,2017.3,avg_estab,29167
Urban/town/rural mix,2017.3,totwage,5130402702
Urban/town/rural mix,2017.4,avgemp,484922
Urban/town/rural mix,2017.4,avg_estab,29379
Urban/town/rural mix,2017.4,totwage,5424370042
Urban/town/rural mix,2018.1,avgemp,469946
Urban/town/rural mix,2018.1,avg_estab,29366
Urban/town/rural mix,2018.1,totwage,5159580947
Urban/town/rural mix,2018.2,avgemp,485878
Urban/town/rural mix,2018.2,avg_estab,29753
Urban/town/rural mix,2018.2,totwage,5258348472
Urban/town/rural mix,2018.3,avgemp,484434
Urban/town/rural mix,2018.3,avg_estab,30001
Urban/town/rural mix,2018.3,totwage,5340471178
Urban/town/rural mix,2018.4,avgemp,485854
Urban/town/rural mix,2018.4,avg_estab,30188
Urban/town/rural mix,2018.4,totwage,5642323455
Urban/town/rural mix,2019.1,avgemp,471953
Urban/town/rural mix,2019.1,avg_estab,29551
Urban/town/rural mix,2019.1,totwage,5277191361
Urban/town/rural mix,2019.2,avgemp,488467
Urban/town/rural mix,2019.2,avg_estab,29911
Urban/town/rural mix,2019.2,totwage,5431903483
Urban/town/rural mix,2019.3,avgemp,486794
Urban/town/rural mix,2019.3,avg_estab,30185
Urban/town/rural mix,2019.3,totwage,5518840740
Urban/town/rural mix,2019.4,avgemp,487737
Urban/town/rural mix,2019.4,avg_estab,30458
Urban/town/rural mix,2019.4,totwage,5810193513
Urban/town/rural mix,2020.1,avgemp,473098
Urban/town/rural mix,2020.1,avg_estab,30051
Urban/town/rural mix,2020.1,totwage,5443362284
Urban/town/rural mix,2020.2,avgemp,429440
Urban/town/rural mix,2020.2,avg_estab,30405
Urban/town/rural mix,2020.2,totwage,5167169103
Urban/town/rural mix,2020.3,avgemp,452211
Urban/town/rural mix,2020.3,avg_estab,30714
Urban/town/rural mix,2020.3,totwage,5427537001
Urban/town/rural mix,2020.4,avgemp,456464
Urban/town/rural mix,2020.4,avg_estab,30961
Urban/town/rural mix,2020.4,totwage,6088564187
Urban/town/rural mix,2021.1,avgemp,445662
Urban/town/rural mix,2021.1,avg_estab,30062
Urban/town/rural mix,2021.1,totwage,5344448557
Urban/town/rural mix,2021.2,avgemp,465024
Urban/town/rural mix,2021.2,avg_estab,30498
Urban/town/rural mix,2021.2,totwage,5737825404
Urban/town/rural mix,2021.3,avgemp,465868
Urban/town/rural mix,2021.3,avg_estab,30813
Urban/town/rural mix,2021.3,totwage,5948096666
