periodicity,seasonadj,geo_level,geography,ind_level,industry,ownercode,sex,agegrp,race,ethnicity,education,firmage,firmsize,year,quarter,Emp,sEmp
Q,U,C,27129,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,2633,1
Q,U,C,27131,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,23216,1
Q,U,C,27131,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,11517,1
Q,U,C,27131,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,11699,1
Q,U,C,27133,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,3388,1
Q,U,C,27133,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,1471,1
Q,U,C,27133,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,1917,1
Q,U,C,27135,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,8678,1
Q,U,C,27135,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,4669,1
Q,U,C,27135,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,4009,1
Q,U,C,27137,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,91538,1
Q,U,C,27137,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,42844,1
Q,U,C,27137,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,48693,1
Q,U,C,27139,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,37833,1
Q,U,C,27139,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,19894,1
Q,U,C,27139,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,17939,1
Q,U,C,27141,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,23663,1
Q,U,C,27141,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,11077,1
Q,U,C,27141,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,12586,1
Q,U,C,27143,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,4043,1
Q,U,C,27143,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,1956,1
Q,U,C,27143,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,2087,1
Q,U,C,27145,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,80076,1
Q,U,C,27145,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,38495,1
Q,U,C,27145,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,41582,1
Q,U,C,27147,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,21521,1
Q,U,C,27147,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,10862,1
Q,U,C,27147,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,10659,1
Q,U,C,27149,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,5185,1
Q,U,C,27149,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,2712,1
Q,U,C,27149,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,2473,1
Q,U,C,27151,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,3864,1
Q,U,C,27151,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,1976,1
Q,U,C,27151,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,1889,1
Q,U,C,27153,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,6414,1
Q,U,C,27153,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,2836,1
Q,U,C,27153,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,3577,1
Q,U,C,27155,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,1046,1
Q,U,C,27155,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,469,1
Q,U,C,27155,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,577,1
Q,U,C,27157,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,6792,1
Q,U,C,27157,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,3589,1
Q,U,C,27157,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,3202,1
Q,U,C,27159,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,5104,1
Q,U,C,27159,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,2076,1
Q,U,C,27159,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,3028,1
Q,U,C,27161,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,7508,1
Q,U,C,27161,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,3659,1
Q,U,C,27161,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,3849,1
Q,U,C,27163,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,73639,1
Q,U,C,27163,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,34415,1
Q,U,C,27163,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,39225,1
Q,U,C,27165,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,4327,1
Q,U,C,27165,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,1878,1
Q,U,C,27165,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,2449,1
Q,U,C,27167,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,2190,1
Q,U,C,27167,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,928,1
Q,U,C,27167,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,1262,1
Q,U,C,27169,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,26581,1
Q,U,C,27169,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,13291,1
Q,U,C,27169,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,13290,1
Q,U,C,27171,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,36629,1
Q,U,C,27171,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,17721,1
Q,U,C,27171,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,18908,1
Q,U,C,27173,A,00,A00,0,A00,A0,A0,E0,0,0,2012,2,4272,1
Q,U,C,27173,A,00,A00,1,A00,A0,A0,E0,0,0,2012,2,1927,1
Q,U,C,27173,A,00,A00,2,A00,A0,A0,E0,0,0,2012,2,2345,1
Q,U,C,27001,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,3769,1
Q,U,C,27001,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1693,1
Q,U,C,27001,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2077,1
Q,U,C,27003,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,117725,1
Q,U,C,27003,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,62564,1
Q,U,C,27003,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,55161,1
Q,U,C,27005,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,15139,1
Q,U,C,27005,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,7074,1
Q,U,C,27005,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,8066,1
Q,U,C,27007,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,18334,1
Q,U,C,27007,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,8315,1
Q,U,C,27007,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,10019,1
Q,U,C,27009,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,18468,1
Q,U,C,27009,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,9780,1
Q,U,C,27009,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,8688,1
Q,U,C,27011,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1937,1
Q,U,C,27011,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,762,1
Q,U,C,27011,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1175,1
Q,U,C,27013,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,35618,1
Q,U,C,27013,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,17416,1
Q,U,C,27013,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,18203,1
Q,U,C,27015,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,14324,1
Q,U,C,27015,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,7065,1
Q,U,C,27015,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,7259,1
Q,U,C,27017,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,13248,1
Q,U,C,27017,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,6333,1
Q,U,C,27017,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,6915,1
Q,U,C,27019,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,34749,1
Q,U,C,27019,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,18183,1
Q,U,C,27019,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,16566,1
Q,U,C,27021,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,10642,1
Q,U,C,27021,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,4807,1
Q,U,C,27021,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,5835,1
Q,U,C,27023,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,6155,1
Q,U,C,27023,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3025,1
Q,U,C,27023,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3130,1
Q,U,C,27025,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,14016,1
Q,U,C,27025,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,6290,1
Q,U,C,27025,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,7726,1
Q,U,C,27027,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,18905,1
Q,U,C,27027,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,8988,1
Q,U,C,27027,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,9917,1
Q,U,C,27029,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,2615,1
Q,U,C,27029,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1215,1
Q,U,C,27029,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1400,1
Q,U,C,27031,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,2830,1
Q,U,C,27031,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1273,1
Q,U,C,27031,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1558,1
Q,U,C,27033,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,5587,1
Q,U,C,27033,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2856,1
Q,U,C,27033,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2731,1
Q,U,C,27035,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,28629,1
Q,U,C,27035,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,13317,1
Q,U,C,27035,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,15311,1
Q,U,C,27037,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,178213,1
Q,U,C,27037,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,93169,1
Q,U,C,27037,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,85045,1
Q,U,C,27039,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,5788,1
Q,U,C,27039,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3655,1
Q,U,C,27039,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2133,1
Q,U,C,27041,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,18406,1
Q,U,C,27041,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,9039,1
Q,U,C,27041,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,9367,1
Q,U,C,27043,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,5468,1
Q,U,C,27043,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2792,1
Q,U,C,27043,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2677,1
Q,U,C,27045,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,6383,1
Q,U,C,27045,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3120,1
Q,U,C,27045,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3263,1
Q,U,C,27047,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,12805,1
Q,U,C,27047,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,6231,1
Q,U,C,27047,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,6574,1
Q,U,C,27049,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,21292,1
Q,U,C,27049,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,10661,1
Q,U,C,27049,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,10631,1
Q,U,C,27051,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1849,1
Q,U,C,27051,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,901,1
Q,U,C,27051,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,948,1
Q,U,C,27053,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,854781,1
Q,U,C,27053,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,426099,1
Q,U,C,27053,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,428682,1
Q,U,C,27055,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,4971,1
Q,U,C,27055,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2490,1
Q,U,C,27055,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2481,1
Q,U,C,27057,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,6472,1
Q,U,C,27057,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3037,1
Q,U,C,27057,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3434,1
Q,U,C,27059,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,9893,1
Q,U,C,27059,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,4197,1
Q,U,C,27059,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,5696,1
Q,U,C,27061,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,16678,1
Q,U,C,27061,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,8388,1
Q,U,C,27061,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,8291,1
Q,U,C,27063,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,6044,1
Q,U,C,27063,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2956,1
Q,U,C,27063,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3088,1
Q,U,C,27065,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,3954,1
Q,U,C,27065,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1641,1
Q,U,C,27065,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2313,1
Q,U,C,27067,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,23739,1
Q,U,C,27067,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,11296,1
Q,U,C,27067,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,12443,1
Q,U,C,27069,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1647,1
Q,U,C,27069,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,755,1
Q,U,C,27069,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,892,1
Q,U,C,27071,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,5300,1
Q,U,C,27071,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2654,1
Q,U,C,27071,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2646,1
Q,U,C,27073,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,2446,1
Q,U,C,27073,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1224,1
Q,U,C,27073,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1222,1
Q,U,C,27075,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,4958,1
Q,U,C,27075,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2844,1
Q,U,C,27075,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2113,1
Q,U,C,27077,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1511,1
Q,U,C,27077,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,670,1
Q,U,C,27077,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,841,1
Q,U,C,27079,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,8737,1
Q,U,C,27079,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,4730,1
Q,U,C,27079,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,4008,1
Q,U,C,27081,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1969,1
Q,U,C,27081,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,899,1
Q,U,C,27081,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1069,1
Q,U,C,27083,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,14695,1
Q,U,C,27083,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,7115,1
Q,U,C,27083,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,7581,1
Q,U,C,27085,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,17008,1
Q,U,C,27085,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,8520,1
Q,U,C,27085,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,8489,1
Q,U,C,27087,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,2019,1
Q,U,C,27087,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,944,1
Q,U,C,27087,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1075,1
Q,U,C,27089,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,2343,1
Q,U,C,27089,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1257,1
Q,U,C,27089,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1086,1
Q,U,C,27091,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,8933,1
Q,U,C,27091,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,4314,1
Q,U,C,27091,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,4619,1
Q,U,C,27093,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,7030,1
Q,U,C,27093,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3623,1
Q,U,C,27093,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3408,1
Q,U,C,27095,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,9687,1
Q,U,C,27095,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,4039,1
Q,U,C,27095,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,5648,1
Q,U,C,27097,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,11442,1
Q,U,C,27097,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,5185,1
Q,U,C,27097,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,6257,1
Q,U,C,27099,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,17034,1
Q,U,C,27099,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,8353,1
Q,U,C,27099,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,8681,1
Q,U,C,27101,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,2794,1
Q,U,C,27101,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1263,1
Q,U,C,27101,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1532,1
Q,U,C,27103,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,14294,1
Q,U,C,27103,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,7191,1
Q,U,C,27103,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,7103,1
Q,U,C,27105,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,10684,1
Q,U,C,27105,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,5667,1
Q,U,C,27105,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,5016,1
Q,U,C,27107,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1814,1
Q,U,C,27107,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,817,1
Q,U,C,27107,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,997,1
Q,U,C,27109,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,91177,1
Q,U,C,27109,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,41469,1
Q,U,C,27109,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,49708,1
Q,U,C,27111,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,23683,1
Q,U,C,27111,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,11281,1
Q,U,C,27111,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,12402,1
Q,U,C,27113,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,9273,1
Q,U,C,27113,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,4502,1
Q,U,C,27113,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,4772,1
Q,U,C,27115,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,7838,1
Q,U,C,27115,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3446,1
Q,U,C,27115,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,4392,1
Q,U,C,27117,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,4402,1
Q,U,C,27117,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2080,1
Q,U,C,27117,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2322,1
Q,U,C,27119,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,12354,1
Q,U,C,27119,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,5900,1
Q,U,C,27119,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,6455,1
Q,U,C,27121,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,4321,1
Q,U,C,27121,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2160,1
Q,U,C,27121,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2161,1
Q,U,C,27123,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,318769,1
Q,U,C,27123,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,158032,1
Q,U,C,27123,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,160737,1
Q,U,C,27125,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1139,1
Q,U,C,27125,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,579,1
Q,U,C,27125,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,560,1
Q,U,C,27127,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,6569,1
Q,U,C,27127,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3159,1
Q,U,C,27127,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3411,1
Q,U,C,27129,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,5739,1
Q,U,C,27129,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3013,1
Q,U,C,27129,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2726,1
Q,U,C,27131,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,24146,1
Q,U,C,27131,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,12386,1
Q,U,C,27131,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,11760,1
Q,U,C,27133,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,3537,1
Q,U,C,27133,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,1571,1
Q,U,C,27133,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1966,1
Q,U,C,27135,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,8782,1
Q,U,C,27135,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,4808,1
Q,U,C,27135,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3974,1
Q,U,C,27137,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,96488,1
Q,U,C,27137,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,46781,1
Q,U,C,27137,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,49707,1
Q,U,C,27139,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,41499,1
Q,U,C,27139,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,22506,1
Q,U,C,27139,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,18992,1
Q,U,C,27141,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,24934,1
Q,U,C,27141,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,12293,1
Q,U,C,27141,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,12641,1
Q,U,C,27143,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,4239,1
Q,U,C,27143,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2112,1
Q,U,C,27143,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2127,1
Q,U,C,27145,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,82043,1
Q,U,C,27145,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,40190,1
Q,U,C,27145,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,41853,1
Q,U,C,27147,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,22495,1
Q,U,C,27147,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,11579,1
Q,U,C,27147,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,10916,1
Q,U,C,27149,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,5480,1
Q,U,C,27149,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3065,1
Q,U,C,27149,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,2415,1
Q,U,C,27151,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,3943,1
Q,U,C,27151,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2022,1
Q,U,C,27151,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,1921,1
Q,U,C,27153,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,6469,1
Q,U,C,27153,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2955,1
Q,U,C,27153,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3514,1
Q,U,C,27155,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,1081,1
Q,U,C,27155,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,513,1
Q,U,C,27155,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,569,1
Q,U,C,27157,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,7082,1
Q,U,C,27157,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3789,1
Q,U,C,27157,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3294,1
Q,U,C,27159,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,5327,1
Q,U,C,27159,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,2304,1
Q,U,C,27159,A,00,A00,2,A00,A0,A0,E0,0,0,2012,3,3024,1
Q,U,C,27161,A,00,A00,0,A00,A0,A0,E0,0,0,2012,3,7911,1
Q,U,C,27161,A,00,A00,1,A00,A0,A0,E0,0,0,2012,3,3927,1
